S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
25034,03/01/2021,Tamil Nadu,819845,8272,799427,12146
25035,04/01/2021,Tamil Nadu,820712,8127,800429,12156
25036,05/01/2021,Tamil Nadu,821550,7970,801414,12166
25037,06/01/2021,Tamil Nadu,822370,7808,802385,12177
25038,07/01/2021,Tamil Nadu,823181,7665,803328,12188
25039,08/01/2021,Tamil Nadu,823986,7547,804239,12200
25040,09/01/2021,Tamil Nadu,824776,7432,805136,12208
25041,10/01/2021,Tamil Nadu,825537,7304,806018,12215
25042,11/01/2021,Tamil Nadu,826261,7164,806875,12222
25043,12/01/2021,Tamil Nadu,826943,6971,807744,12228
25044,13/01/2021,Tamil Nadu,827614,6807,808571,12236
25045,14/01/2021,Tamil Nadu,828287,6653,809392,12242
25046,15/01/2021,Tamil Nadu,828952,6488,810218,12246
25047,16/01/2021,Tamil Nadu,829573,6299,811023,12251
25048,17/01/2021,Tamil Nadu,830183,6128,811798,12257
25049,18/01/2021,Tamil Nadu,830772,5940,812568,12264
25050,19/01/2021,Tamil Nadu,831323,5725,813326,12272
25051,20/01/2021,Tamil Nadu,831866,5487,814098,12281
25052,21/01/2021,Tamil Nadu,832415,5314,814811,12290
25053,22/01/2021,Tamil Nadu,833011,5196,815516,12299
25054,23/01/2021,Tamil Nadu,833585,5073,816205,12307
25055,24/01/2021,Tamil Nadu,834171,4984,816878,12309
25056,25/01/2021,Tamil Nadu,834740,4904,817520,12316
25057,27/01/2021,Tamil Nadu,835803,4736,818742,12325
25058,28/01/2021,Tamil Nadu,836315,4676,819306,12333
25059,29/01/2021,Tamil Nadu,836818,4629,819850,12339
25060,30/01/2021,Tamil Nadu,837327,4601,820381,12345
25061,31/01/2021,Tamil Nadu,837832,4575,820907,12350
25062,01/02/2021,Tamil Nadu,838340,4554,821430,12356
25063,02/02/2021,Tamil Nadu,838842,4532,821947,12363
25064,03/02/2021,Tamil Nadu,839352,4517,822468,12367
25065,04/02/2021,Tamil Nadu,839866,4494,823001,12371
25066,05/02/2021,Tamil Nadu,840360,4467,823518,12375
25067,06/02/2021,Tamil Nadu,840849,4446,824024,12379
25068,07/02/2021,Tamil Nadu,841326,4417,824527,12382
25069,08/02/2021,Tamil Nadu,841797,4389,825025,12383
25070,09/02/2021,Tamil Nadu,842261,4354,825520,12387
25071,10/02/2021,Tamil Nadu,842730,4328,826011,12391
25072,11/02/2021,Tamil Nadu,843209,4309,826504,12396
25073,12/02/2021,Tamil Nadu,843690,4294,826994,12402
25074,13/02/2021,Tamil Nadu,844173,4285,827480,12408
25075,14/02/2021,Tamil Nadu,844650,4275,827962,12413
25076,15/02/2021,Tamil Nadu,845120,4260,828441,12419
25077,16/02/2021,Tamil Nadu,845575,4232,828918,12425
25078,17/02/2021,Tamil Nadu,846026,4206,829388,12432
25079,18/02/2021,Tamil Nadu,846480,4192,829850,12438
25080,19/02/2021,Tamil Nadu,846937,4173,830320,12444
25081,20/02/2021,Tamil Nadu,847385,4147,830787,12451
25082,21/02/2021,Tamil Nadu,847823,4120,831246,12457
25083,22/02/2021,Tamil Nadu,848275,4109,831706,12460
25084,23/02/2021,Tamil Nadu,848724,4091,832167,12466
25085,24/02/2021,Tamil Nadu,849166,4074,832620,12472
25086,25/02/2021,Tamil Nadu,849629,4062,833089,12478
25087,26/02/2021,Tamil Nadu,850096,4053,833560,12483
25088,27/02/2021,Tamil Nadu,850577,4046,834043,12488
25089,01/03/2021,Tamil Nadu,851542,4022,835024,12496
25090,02/03/2021,Tamil Nadu,852016,4009,835506,12501
25091,03/03/2021,Tamil Nadu,852478,3997,835979,12502
25092,04/03/2021,Tamil Nadu,852967,3990,836473,12504
25093,06/03/2021,Tamil Nadu,853992,3954,837525,12513
25094,07/03/2021,Tamil Nadu,854554,3952,838085,12517
25095,08/03/2021,Tamil Nadu,855121,3997,838606,12518
25096,09/03/2021,Tamil Nadu,855677,4018,839138,12521
25097,10/03/2021,Tamil Nadu,856246,4073,839648,12525
25098,11/03/2021,Tamil Nadu,856917,4207,840180,12530
25099,13/03/2021,Tamil Nadu,858272,4483,841250,12539
25100,14/03/2021,Tamil Nadu,858967,4662,841762,12543
25101,15/03/2021,Tamil Nadu,859726,4870,842309,12547
25102,16/03/2021,Tamil Nadu,860562,5149,842862,12551
25103,17/03/2021,Tamil Nadu,861429,5450,843423,12556
25104,18/03/2021,Tamil Nadu,862374,5811,843999,12564
25105,19/03/2021,Tamil Nadu,863363,6222,844568,12573
25106,20/03/2021,Tamil Nadu,864450,6690,845178,12582
25107,21/03/2021,Tamil Nadu,865693,7291,845812,12590
25108,22/03/2021,Tamil Nadu,866982,7903,846480,12599
25109,23/03/2021,Tamil Nadu,868367,8619,847139,12609
25110,24/03/2021,Tamil Nadu,869804,9145,848041,12618
25111,25/03/2021,Tamil Nadu,871440,9746,849064,12630
25112,27/03/2021,Tamil Nadu,875190,11318,851222,12650
25113,28/03/2021,Tamil Nadu,877279,12157,852463,12659
25114,29/03/2021,Tamil Nadu,879473,13070,853733,12670
25115,30/03/2021,Tamil Nadu,881752,13983,855085,12684
25116,31/03/2021,Tamil Nadu,884094,14846,856548,12700
25117,01/04/2021,Tamil Nadu,886673,15879,858075,12719
25118,02/04/2021,Tamil Nadu,889490,17043,859709,12738
25119,03/04/2021,Tamil Nadu,892780,18606,861424,12750
25120,04/04/2021,Tamil Nadu,896226,20204,863258,12764
25121,05/04/2021,Tamil Nadu,899807,21958,865071,12778
25122,06/04/2021,Tamil Nadu,903479,23777,866913,12789
25123,07/04/2021,Tamil Nadu,907124,25598,868722,12804
25124,08/04/2021,Tamil Nadu,911110,27743,870546,12821
25125,09/04/2021,Tamil Nadu,915386,30131,872415,12840
25126,10/04/2021,Tamil Nadu,920827,33659,874305,12863
25127,11/04/2021,Tamil Nadu,926816,37673,876257,12886
25128,12/04/2021,Tamil Nadu,933434,41955,878571,12908
25129,13/04/2021,Tamil Nadu,940145,46308,880910,12927
25130,14/04/2021,Tamil Nadu,947129,49985,884199,12945
25131,15/04/2021,Tamil Nadu,954948,54315,887663,12970
25132,16/04/2021,Tamil Nadu,962935,58097,891839,12999
25133,17/04/2021,Tamil Nadu,971384,61593,896759,13032
25134,18/04/2021,Tamil Nadu,980728,65635,902022,13071
25135,19/04/2021,Tamil Nadu,991451,70391,907947,13113
25136,20/04/2021,Tamil Nadu,1002392,75116,914119,13157
25137,21/04/2021,Tamil Nadu,1013378,79804,920369,13205
25138,22/04/2021,Tamil Nadu,1025059,84361,927440,13258
25139,23/04/2021,Tamil Nadu,1037711,89428,934966,13317
25140,24/04/2021,Tamil Nadu,1051487,95048,943044,13395
25141,25/04/2021,Tamil Nadu,1066329,100668,952186,13475
25142,26/04/2021,Tamil Nadu,1081988,105180,963251,13557
25143,27/04/2021,Tamil Nadu,1097672,107145,976876,13651
25144,28/04/2021,Tamil Nadu,1113502,108855,990919,13728
25145,29/04/2021,Tamil Nadu,1130167,110308,1006033,13826
25146,30/04/2021,Tamil Nadu,1148064,112556,1021575,13933
25147,01/05/2021,Tamil Nadu,1166756,115128,1037582,14046
25148,02/05/2021,Tamil Nadu,1186344,117405,1054746,14193
25149,03/05/2021,Tamil Nadu,1207112,120444,1072322,14346
25150,04/05/2021,Tamil Nadu,1228064,123258,1090338,14468
25151,05/05/2021,Tamil Nadu,1249292,125230,1109450,14612
25152,06/05/2021,Tamil Nadu,1272602,128311,1129512,14779
25153,07/05/2021,Tamil Nadu,1297500,131468,1151058,14974
25154,08/05/2021,Tamil Nadu,1323965,135355,1173439,15171
25155,09/05/2021,Tamil Nadu,1351362,139401,1196549,15412
25156,10/05/2021,Tamil Nadu,1380259,144547,1220064,15648
25157,11/05/2021,Tamil Nadu,1409237,152389,1240968,15880
25158,12/05/2021,Tamil Nadu,1438509,162181,1260150,16178
25159,13/05/2021,Tamil Nadu,1468864,172735,1279658,16471
25160,14/05/2021,Tamil Nadu,1468864,172735,1279658,16471
25161,15/05/2021,Tamil Nadu,1499485,183772,1298945,16768
25162,16/05/2021,Tamil Nadu,1565035,207789,1339887,17359
25163,17/05/2021,Tamil Nadu,1598216,219342,1361204,17670
25164,18/05/2021,Tamil Nadu,1631291,231596,1381690,18005
25165,19/05/2021,Tamil Nadu,1664350,242929,1403052,18369
25166,20/05/2021,Tamil Nadu,1699225,253576,1426915,18734
25167,21/05/2021,Tamil Nadu,1734804,263390,1452283,19131
25168,22/05/2021,Tamil Nadu,1770988,274629,1476761,19598
25169,23/05/2021,Tamil Nadu,1806861,284278,1502537,20046
25170,24/05/2021,Tamil Nadu,1842344,294143,1527733,20468
25171,25/05/2021,Tamil Nadu,1877211,301580,1554759,20872
25172,26/05/2021,Tamil Nadu,1911496,306652,1583504,21340
25173,27/05/2021,Tamil Nadu,1945260,310224,1613221,21815
25174,28/05/2021,Tamil Nadu,1978621,313048,1643284,22289
25175,30/05/2021,Tamil Nadu,2039716,310157,1706298,23261
25176,31/05/2021,Tamil Nadu,2068580,305546,1739280,23754
25177,01/06/2021,Tamil Nadu,2096516,301781,1770503,24232
25178,02/06/2021,Tamil Nadu,2123029,296131,1802176,24722
25179,03/06/2021,Tamil Nadu,2148346,288702,1834439,25205
25180,04/06/2021,Tamil Nadu,2172751,280426,1866660,25665
25181,05/06/2021,Tamil Nadu,2195402,268968,1900306,26128
25182,06/06/2021,Tamil Nadu,2216812,257463,1932778,26571
25183,07/06/2021,Tamil Nadu,2237233,244289,1965939,27005
25184,08/06/2021,Tamil Nadu,2256681,232026,1997299,27356
25185,09/06/2021,Tamil Nadu,2274704,218595,2028344,27765
25186,10/06/2021,Tamil Nadu,2292025,204258,2059597,28170
25187,11/06/2021,Tamil Nadu,2308838,188664,2091646,28528
25188,12/06/2021,Tamil Nadu,2324597,174802,2120889,28906
25189,13/06/2021,Tamil Nadu,2339705,162073,2148352,29280
25190,14/06/2021,Tamil Nadu,2353721,149927,2174247,29547
25191,15/06/2021,Tamil Nadu,2366493,136884,2199808,29801
25192,16/06/2021,Tamil Nadu,2378298,125215,2223015,30068
25193,17/06/2021,Tamil Nadu,2388746,114335,2244073,30338
25194,18/06/2021,Tamil Nadu,2397864,100523,2266793,30548
25195,19/06/2021,Tamil Nadu,2406497,89009,2286653,30835
25196,20/06/2021,Tamil Nadu,2414680,78780,2304885,31015
25197,21/06/2021,Tamil Nadu,2422497,69372,2321928,31197
25198,22/06/2021,Tamil Nadu,2429924,61329,2337209,31386
25199,23/06/2021,Tamil Nadu,2436819,56886,2348353,31580
25200,25/06/2021,Tamil Nadu,2449577,49845,2367831,31901
25201,26/06/2021,Tamil Nadu,2455332,47318,2375963,32051
25202,27/06/2021,Tamil Nadu,2460747,44924,2383624,32199
25203,28/06/2021,Tamil Nadu,2465874,42801,2390783,32290
25204,29/06/2021,Tamil Nadu,2470678,40954,2397336,32388
25205,30/06/2021,Tamil Nadu,2475190,39335,2403349,32506
25206,01/07/2021,Tamil Nadu,2479696,38191,2408886,32619
25207,02/07/2021,Tamil Nadu,2484177,37526,2413930,32721
25208,03/07/2021,Tamil Nadu,2488407,36707,2418882,32818
25209,04/07/2021,Tamil Nadu,2492420,35881,2423606,32933
25210,05/07/2021,Tamil Nadu,2496287,35294,2427988,33005
25211,06/07/2021,Tamil Nadu,2500002,34926,2432017,33059
25212,07/07/2021,Tamil Nadu,2503481,34477,2435872,33132
25213,08/07/2021,Tamil Nadu,2506848,34076,2439576,33196
25214,09/07/2021,Tamil Nadu,2510059,33665,2443141,33253
25215,10/07/2021,Tamil Nadu,2513098,33224,2446552,33322
25216,11/07/2021,Tamil Nadu,2516011,32767,2449873,33371
25217,12/07/2021,Tamil Nadu,2518786,32307,2453061,33418
25218,13/07/2021,Tamil Nadu,2521438,31819,2456165,33454
25219,14/07/2021,Tamil Nadu,2523943,31218,2459223,33502
25220,15/07/2021,Tamil Nadu,2526401,30600,2462244,33557
25221,16/07/2021,Tamil Nadu,2528806,29950,2465250,33606
25222,17/07/2021,Tamil Nadu,2531118,29230,2468236,33652
25223,18/07/2021,Tamil Nadu,2533323,28590,2471038,33695
25224,19/07/2021,Tamil Nadu,2535402,27897,2473781,33724
25225,21/07/2021,Tamil Nadu,2539277,26717,2478778,33782
25226,22/07/2021,Tamil Nadu,2541168,26158,2481201,33809
25227,26/07/2021,Tamil Nadu,2548497,23364,2491222,33911
25228,27/07/2021,Tamil Nadu,2550282,22762,2493583,33937
25229,28/07/2021,Tamil Nadu,2552049,22188,2495895,33966
25230,29/07/2021,Tamil Nadu,2553805,21521,2498289,33995
25231,30/07/2021,Tamil Nadu,2555664,21207,2500434,34023
25232,31/07/2021,Tamil Nadu,2557611,20934,2502627,34050
25233,01/08/2021,Tamil Nadu,2559597,20716,2504805,34076
25234,02/08/2021,Tamil Nadu,2561587,20524,2506961,34102
25235,03/08/2021,Tamil Nadu,2563544,20385,2509029,34130
25236,04/08/2021,Tamil Nadu,2565452,20217,2511076,34159
25237,05/08/2021,Tamil Nadu,2567401,20117,2513087,34197
25238,06/08/2021,Tamil Nadu,2569398,20138,2515030,34230
25239,07/08/2021,Tamil Nadu,2571383,20185,2516938,34260
25240,08/08/2021,Tamil Nadu,2573352,20286,2518777,34289
25241,09/08/2021,Tamil Nadu,2575308,20407,2520584,34317
25242,10/08/2021,Tamil Nadu,2577237,20427,2522470,34340
25243,11/08/2021,Tamil Nadu,2579130,20363,2524400,34367
25244,12/08/2021,Tamil Nadu,2581094,20382,2526317,34395
25245,13/08/2021,Tamil Nadu,2583036,20399,2528209,34428
25246,14/08/2021,Tamil Nadu,2584969,20411,2530096,34462
25247,15/08/2021,Tamil Nadu,2586885,20427,2531962,34496
25248,16/08/2021,Tamil Nadu,2588781,20458,2533804,34519
25249,17/08/2021,Tamil Nadu,2590632,20370,2535715,34547
25250,18/08/2021,Tamil Nadu,2592436,20225,2537632,34579
25251,19/08/2021,Tamil Nadu,2594233,20083,2539540,34610
25252,20/08/2021,Tamil Nadu,2595935,19864,2541432,34639
25253,21/08/2021,Tamil Nadu,2597603,19621,2543319,34663
25254,22/08/2021,Tamil Nadu,2599255,19391,2545178,34686
25255,23/08/2021,Tamil Nadu,2600885,19171,2547005,34709
25256,24/08/2021,Tamil Nadu,2602489,18887,2548868,34734
25257,25/08/2021,Tamil Nadu,2604074,18603,2550710,34761
25258,26/08/2021,Tamil Nadu,2605647,18352,2552507,34788
25259,27/08/2021,Tamil Nadu,2607206,18069,2554323,34814
25260,28/08/2021,Tamil Nadu,2608748,17797,2556116,34835
25261,29/08/2021,Tamil Nadu,2610299,17559,2557884,34856
25262,30/08/2021,Tamil Nadu,2611837,17322,2559637,34878
25263,31/08/2021,Tamil Nadu,2613360,17085,2561376,34899
25264,01/09/2021,Tamil Nadu,2614872,16850,2563101,34921
25265,02/09/2021,Tamil Nadu,2616381,16620,2564820,34941
25266,03/09/2021,Tamil Nadu,2617943,16478,2566504,34961
25267,04/09/2021,Tamil Nadu,2619511,16370,2568161,34980
25268,05/09/2021,Tamil Nadu,2621086,16315,2569771,35000
25269,06/09/2021,Tamil Nadu,2622678,16282,2571378,35018
25270,07/09/2021,Tamil Nadu,2627365,16180,2576112,35073
25271,08/09/2021,Tamil Nadu,2625778,16205,2574518,35055
25272,09/09/2021,Tamil Nadu,2627365,16180,2576112,35073
25273,10/09/2021,Tamil Nadu,2630592,16304,2579169,35119
25274,11/09/2021,Tamil Nadu,2632231,16399,2580686,35146
25275,12/09/2021,Tamil Nadu,2632231,16399,2580686,35146
25276,13/09/2021,Tamil Nadu,2633839,16473,2582198,35168
25277,14/09/2021,Tamil Nadu,2635419,16522,2583707,35190
25278,15/09/2021,Tamil Nadu,2637010,16549,2585244,35217
25279,16/09/2021,Tamil Nadu,2638668,16636,2586786,35246
25280,18/09/2021,Tamil Nadu,2642030,16843,2589899,35288
25281,19/09/2021,Tamil Nadu,2643683,16893,2591480,35310
25282,20/09/2021,Tamil Nadu,2645380,16969,2593074,35337
25283,21/09/2021,Tamil Nadu,2647041,16984,2594697,35360
25284,22/09/2021,Tamil Nadu,2648688,16993,2596316,35379
25285,23/09/2021,Tamil Nadu,2650370,17027,2597943,35400
25286,24/09/2021,Tamil Nadu,2652115,17121,2599567,35427
25287,25/09/2021,Tamil Nadu,2653848,17196,2601198,35454
25288,26/09/2021,Tamil Nadu,2655572,17263,2602833,35476
25289,27/09/2021,Tamil Nadu,2657266,17285,2604491,35490
25290,28/09/2021,Tamil Nadu,2658923,17261,2606153,35509
25291,29/09/2021,Tamil Nadu,2660553,17231,2607796,35526
25292,30/09/2021,Tamil Nadu,2662177,17192,2609435,35550
25293,01/10/2021,Tamil Nadu,2663789,17150,2611061,35578
25294,02/10/2021,Tamil Nadu,2665386,17099,2612684,35603
25295,03/10/2021,Tamil Nadu,2666964,17046,2614291,35627
25296,04/10/2021,Tamil Nadu,2668495,16972,2615873,35650
25297,05/10/2021,Tamil Nadu,2669962,16864,2617432,35666
25298,06/10/2021,Tamil Nadu,2671411,16749,2618980,35682
25299,07/10/2021,Tamil Nadu,2672843,16637,2620499,35707
25300,08/10/2021,Tamil Nadu,2674233,16513,2621986,35734
25301,09/10/2021,Tamil Nadu,2675592,16379,2623459,35754
25302,10/10/2021,Tamil Nadu,2676936,16252,2624916,35768
25303,11/10/2021,Tamil Nadu,2678265,16130,2626352,35783
25304,12/10/2021,Tamil Nadu,2679568,15992,2627780,35796
25305,13/10/2021,Tamil Nadu,2680857,15842,2629201,35814
25306,14/10/2021,Tamil Nadu,2682137,15650,2630654,35833
25307,15/10/2021,Tamil Nadu,2683396,15451,2632092,35853
25308,16/10/2021,Tamil Nadu,2684641,15238,2633534,35869
25309,17/10/2021,Tamil Nadu,2685874,15022,2634968,35884
25310,18/10/2021,Tamil Nadu,2687092,14814,2636379,35899
25311,19/10/2021,Tamil Nadu,2688284,14570,2637802,35912
25312,20/10/2021,Tamil Nadu,2689463,14326,2639209,35928
25313,21/10/2021,Tamil Nadu,2690633,14058,2640627,35948
25314,22/10/2021,Tamil Nadu,2691797,13790,2642039,35968
25315,23/10/2021,Tamil Nadu,2692949,13531,2643431,35987
25316,24/10/2021,Tamil Nadu,2694089,13280,2644805,36004
25317,25/10/2021,Tamil Nadu,2695216,13034,2646163,36019
25318,26/10/2021,Tamil Nadu,2696328,12791,2647504,36033
25319,27/10/2021,Tamil Nadu,2697418,12540,2648830,36048
25320,28/10/2021,Tamil Nadu,2698493,12288,2650145,36060
25321,29/10/2021,Tamil Nadu,2699554,12051,2651431,36072
25322,30/10/2021,Tamil Nadu,2700593,11850,2652660,36083
25323,31/10/2021,Tamil Nadu,2701614,11685,2653832,36097
25324,01/11/2021,Tamil Nadu,2702623,11492,2655015,36116
25325,02/11/2021,Tamil Nadu,2703613,11309,2656168,36136
25326,04/11/2021,Tamil Nadu,2705548,11012,2658360,36176
25327,05/11/2021,Tamil Nadu,2706493,10895,2659407,36191
25328,06/11/2021,Tamil Nadu,2707368,10745,2660419,36204
25329,07/11/2021,Tamil Nadu,2708230,10588,2661428,36214
25330,08/11/2021,Tamil Nadu,2709080,10474,2662386,36220
25331,09/11/2021,Tamil Nadu,2709921,10372,2663323,36226
25332,10/11/2021,Tamil Nadu,2710756,10271,2664247,36238
25333,11/11/2021,Tamil Nadu,2711584,10159,2665178,36247
25334,12/11/2021,Tamil Nadu,2712404,10013,2666140,36251
25335,14/11/2021,Tamil Nadu,2714025,9751,2668001,36273
25336,15/11/2021,Tamil Nadu,2714830,9616,2668930,36284
25337,16/11/2021,Tamil Nadu,2715632,9488,2669848,36296
25338,17/11/2021,Tamil Nadu,2716421,9349,2670761,36311
25339,18/11/2021,Tamil Nadu,2717203,9211,2671668,36324
25340,19/11/2021,Tamil Nadu,2672564,-36336,2672564,36336
25341,20/11/2021,Tamil Nadu,2718750,8953,2673448,36349
25342,22/11/2021,Tamil Nadu,2720271,8722,2675174,36375
25343,23/11/2021,Tamil Nadu,2721021,8616,2676017,36388
25344,24/11/2021,Tamil Nadu,2721762,8536,2676825,36401
25345,25/11/2021,Tamil Nadu,2722506,8484,2677607,36415
25346,26/11/2021,Tamil Nadu,2723245,8442,2678371,36432
25347,27/11/2021,Tamil Nadu,2723991,8418,2679130,36443
25348,28/11/2021,Tamil Nadu,2724731,8382,2679895,36454
25349,29/11/2021,Tamil Nadu,2725467,8337,2680667,36463
25350,30/11/2021,Tamil Nadu,2726197,8291,2681434,36472
25351,02/12/2021,Tamil Nadu,2727635,8200,2682943,36492
25352,05/12/2021,Tamil Nadu,2729792,8070,2685203,36519
25353,06/12/2021,Tamil Nadu,2730516,8041,2685946,36529
25354,07/12/2021,Tamil Nadu,2731235,8013,2686683,36539
25355,08/12/2021,Tamil Nadu,2731945,7982,2687414,36549
25356,09/12/2021,Tamil Nadu,2732648,7946,2688142,36560
25357,12/12/2021,Tamil Nadu,2734715,7770,2690346,36599
25358,13/12/2021,Tamil Nadu,2735389,7723,2691054,36612
25359,14/12/2021,Tamil Nadu,2736046,7666,2691756,36624
25360,15/12/2021,Tamil Nadu,2736695,7611,2692451,36633
25361,16/12/2021,Tamil Nadu,2737335,7548,2693143,36644
25362,17/12/2021,Tamil Nadu,2737962,7476,2693830,36656
25363,18/12/2021,Tamil Nadu,2738583,7407,2694509,36667
25364,19/12/2021,Tamil Nadu,2739196,7346,2695174,36676
25365,20/12/2021,Tamil Nadu,2739806,7270,2695856,36680
25366,21/12/2021,Tamil Nadu,2740411,7172,2696553,36686
25367,22/12/2021,Tamil Nadu,2741013,7078,2697244,36691
25368,23/12/2021,Tamil Nadu,2741617,6979,2697939,36699
25369,24/12/2021,Tamil Nadu,2742224,6889,2698628,36707
25370,25/12/2021,Tamil Nadu,2742821,6798,2699309,36714
25371,26/12/2021,Tamil Nadu,2743427,6708,2699994,36725
25372,27/12/2021,Tamil Nadu,2744037,6629,2700673,36735
25373,28/12/2021,Tamil Nadu,2744642,6562,2701336,36744
25374,29/12/2021,Tamil Nadu,2745261,6537,2701974,36750
25375,30/12/2021,Tamil Nadu,2746000,6654,2702588,36758
25376,31/12/2021,Tamil Nadu,2746890,6929,2703196,36765
25377,01/01/2022,Tamil Nadu,2748045,7470,2703799,36776
25378,02/01/2022,Tamil Nadu,2749534,8340,2704410,36784
25379,03/01/2022,Tamil Nadu,2751128,9304,2705034,36790
25380,04/01/2022,Tamil Nadu,2752856,10364,2705696,36796
25381,05/01/2022,Tamil Nadu,2755587,12412,2706370,36805
25382,06/01/2022,Tamil Nadu,2760449,16577,2707058,36814
25383,07/01/2022,Tamil Nadu,2767432,22828,2707779,36825
25384,08/01/2022,Tamil Nadu,2776413,30817,2708763,36833
25385,09/01/2022,Tamil Nadu,2787391,40260,2710288,36843
25386,10/01/2022,Tamil Nadu,2800286,51335,2712096,36855
25387,11/01/2022,Tamil Nadu,2814276,62767,2714643,36866
25388,12/01/2022,Tamil Nadu,2829655,75083,2717686,36886
25389,13/01/2022,Tamil Nadu,2847589,88959,2721725,36905
25390,14/01/2022,Tamil Nadu,2868500,103610,2727960,36930
25391,15/01/2022,Tamil Nadu,2891959,118017,2736986,36956
25392,16/01/2022,Tamil Nadu,2915948,131007,2747974,36967
25393,17/01/2022,Tamil Nadu,2939923,142476,2760458,36989
25394,18/01/2022,Tamil Nadu,2963366,152348,2774009,37009
25395,19/01/2022,Tamil Nadu,2987254,161171,2789045,37038
25396,20/01/2022,Tamil Nadu,3014235,170661,2806501,37073
25397,21/01/2022,Tamil Nadu,3042796,179205,2826479,37112
25398,22/01/2022,Tamil Nadu,3072666,187358,2848163,37145
25399,23/01/2022,Tamil Nadu,3103410,194697,2871535,37178
25400,24/01/2022,Tamil Nadu,3133990,200954,2895818,37218
25401,25/01/2022,Tamil Nadu,3164205,206484,2920457,37264
25402,26/01/2022,Tamil Nadu,3194260,211270,2945678,37312
25403,27/01/2022,Tamil Nadu,3224236,213692,2973185,37359
25404,28/01/2022,Tamil Nadu,3252751,213534,3001805,37412
25405,29/01/2022,Tamil Nadu,3279284,211863,3029961,37460
25406,30/01/2022,Tamil Nadu,3303702,208350,3057846,37506
25407,31/01/2022,Tamil Nadu,3325940,203926,3084470,37544
25408,01/02/2022,Tamil Nadu,3345220,198130,3109526,37564
25409,03/02/2022,Tamil Nadu,3375329,177999,3159694,37636
25410,04/02/2022,Tamil Nadu,3387322,166878,3182778,37666
25411,05/02/2022,Tamil Nadu,3397238,155329,3204213,37696
25412,06/02/2022,Tamil Nadu,3404762,138878,3228151,37733
25413,07/02/2022,Tamil Nadu,3410882,121828,3251295,37759
25414,08/02/2022,Tamil Nadu,3415986,105892,3272322,37772
25415,09/02/2022,Tamil Nadu,3420505,90137,3292559,37809
25416,10/02/2022,Tamil Nadu,3424476,77607,3309032,37837
25417,11/02/2022,Tamil Nadu,3428068,66992,3323214,37862
25418,12/02/2022,Tamil Nadu,3431154,56002,3337265,37887
25419,13/02/2022,Tamil Nadu,3433966,47643,3348419,37904
25420,14/02/2022,Tamil Nadu,3436262,41699,3356648,37915
25421,15/02/2022,Tamil Nadu,3437896,35951,3364013,37932
25422,16/02/2022,Tamil Nadu,3439221,31368,3369907,37946
25423,17/02/2022,Tamil Nadu,3440531,27294,3375281,37956
25424,18/02/2022,Tamil Nadu,3441783,23772,3380049,37962
25425,19/02/2022,Tamil Nadu,3442929,20681,3384278,37970
25426,20/02/2022,Tamil Nadu,3443980,18164,3387839,37977
25427,21/02/2022,Tamil Nadu,3444929,15938,3391011,37980
25428,22/02/2022,Tamil Nadu,3445717,14033,3393703,37981
25429,23/02/2022,Tamil Nadu,3446388,12321,3396078,37989
25430,24/02/2022,Tamil Nadu,3447006,10782,3398231,37993
25431,25/02/2022,Tamil Nadu,3447581,9440,3400144,37997
25432,26/02/2022,Tamil Nadu,3448088,8150,3401938,38000
25433,27/02/2022,Tamil Nadu,3448568,7164,3403402,38002
25434,28/02/2022,Tamil Nadu,3449007,6393,3404611,38003
25435,01/03/2022,Tamil Nadu,3449373,5745,3405624,38004
25436,02/03/2022,Tamil Nadu,3449721,5066,3406649,38006
25437,03/03/2022,Tamil Nadu,3450041,4437,3407595,38009
25438,04/03/2022,Tamil Nadu,3450333,3950,3408373,38010
25439,05/03/2022,Tamil Nadu,3450594,3505,3409078,38011
25440,06/03/2022,Tamil Nadu,3450817,3131,3409674,38012
25441,07/03/2022,Tamil Nadu,3451013,2770,3410228,38015
25442,08/03/2022,Tamil Nadu,3451171,2414,3410740,38017
25443,09/03/2022,Tamil Nadu,3451322,2145,3411158,38019
25444,10/03/2022,Tamil Nadu,3451469,1903,3411545,38021
25445,11/03/2022,Tamil Nadu,3451598,1676,3411899,38023
25446,12/03/2022,Tamil Nadu,3451710,1461,3412226,38023
25447,13/03/2022,Tamil Nadu,3451815,1301,3412491,38023
25448,14/03/2022,Tamil Nadu,3451910,1173,3412714,38023
25449,15/03/2022,Tamil Nadu,3451996,1054,3412918,38024
25450,16/03/2022,Tamil Nadu,3452073,962,3413087,38024
25451,17/03/2022,Tamil Nadu,3452145,873,3413248,38024
25452,18/03/2022,Tamil Nadu,3452215,796,3413394,38025
25453,19/03/2022,Tamil Nadu,3452276,730,3413521,38025
25454,20/03/2022,Tamil Nadu,3452334,670,3413639,38025
25455,21/03/2022,Tamil Nadu,3452390,620,3413745,38025
25456,22/03/2022,Tamil Nadu,3452442,576,3413841,38025
25457,23/03/2022,Tamil Nadu,3452490,535,3413930,38025
25458,24/03/2022,Tamil Nadu,3452534,505,3414004,38025
25459,25/03/2022,Tamil Nadu,3452575,475,3414075,38025
25460,26/03/2022,Tamil Nadu,3452612,446,3414141,38025
25461,27/03/2022,Tamil Nadu,3452647,418,3414204,38025
25462,28/03/2022,Tamil Nadu,3452681,394,3414262,38025
